0,Norbu Rigder College,8,Facility,
0,Home,8,Home,
0,Yangchen Hotel,9,Facility,Budget Hotel
0,Hotel Garab,9,Facility,Budget Hotel
0,Dungsam Lodge,9,Facility,Budget Hotel
0,Karcel Hotel,9,Facility,Budget Hotel
0,Home Quarantine,9,Home,
0,Dhensa,10,Facility,
16,White Dragon Hotel,10,Facility,
15,Hotel Khuru Khuru,10,Facility,
39,"Green Resort, RKPO",10,Facility,
20,The Four Boutique,10,Facility,
19,Hotel Vara,10,Facility,
28,Lekhar Resort,10,Facility,
0,Sonam Gang,10,Facility,
50,River valley Hotel,10,Facility,
18,Punakha Residency,10,Facility,
48,Kingaling Hotel,10,Facility,
16,Hotel Chanan,10,Facility,
23,Zhimkhang,10,Facility,
4,"Home Quarantine (Babee Restaurant, Home)",10,Home,
0,Jomotshangkha Dungkhag Guest House,11,Facility,
0,Tashigatshel Hotel (s/jongkhar),11,Facility,
0,Dungsum Tashiling Resort(Dewathang),11,Facility,
0,BPC Guest House,11,Facility,
0,Phuntsog Yangkhor Hotel,11,Facility,
0,Mountain Hotel,11,Facility,
0,Matrika Hotel,11,Facility,
0,TD Guest House,11,Facility,
0,Hotel TLT,11,Facility,
0,Hotel Friends,11,Facility,
0,Hotel AMA,11,Facility,
0,Hotel Shambala,11,Facility,
0,Hotel Perk,11,Facility,
0,Hotel Pholangkatang,11,Facility,
0,Hotel Menjong,11,Facility,
0,Hotel Yoezer,11,Facility,
0,Hotel 2020,11,Facility,
0,Yedzin Wangyel Toh Zakhang,11,Facility,
0,JNEC Hostel,11,Facility,
0,Home Quarantine,11,Home,
0,CDCL Guest house,11,Facility,
0,Azista Containment facility,11,Facility,
0,Druk Pelri Hotel,11,Facility,
0,Tashicholing Dratshang Guest House (Sipsoo),12,Facility,
0,PCAL Guest House_Gomtu,12,Facility,
0,Damdum Indusrtial park,12,Facility,
0,RNR Norbugang ,12,Facility,
0,Norgaygang gewog center,12,Facility,
0,Panbari PS,12,Facility,
0,Sangnagcholing RNR center,12,Facility,
0,Yoeseltse MSS,12,Facility,
0,SCE Guest House,12,Facility,
0,Ugyentse BHU Staff Quarter,12,Facility,
0,Gomtu HSS,12,Facility,
0,Samtse Lodge,12,Facility,
0,Dorokha School,12,Facility,
0,Hotel Norbu,12,Facility,
0,Nalboo Hotel,12,Facility,
0,Shiva Lodge,12,Facility,
0,Daisy's Service Apartment,12,Facility,
0,Dorokha Dungkhag Hall,12,Facility,
0,Dorokha Gewog Office,12,Facility,
0,Phuntshopelri PS,12,Facility,
0,Thuenphel Hotel,12,Facility,
0,Namgaycholing PS,12,Facility,
0,Drungkhag guest house,12,Facility,
0,Naki Lodge Dorokha,12,Facility,
0,Police Guest house,12,Facility,
0,Lhaki Guest House,12,Facility,
0,Drungkhag Control Room,12,Facility,
0,JK Lodge,12,Facility,
0,Samtse Home Quarantine,12,Home,
0,Gelephu (Isolation Ward),13,Isolation,
0,"PWD Guest House, Sarpang",13,Facility,
0,"Sarpang Central School, Hostel",13,Facility,
0,TT Hotel_Gelephu,13,Facility,
0,Badal Hotel_Gelephu,13,Facility,
0,Lama Hotel_Gelephu,13,Facility,
0,Gawa Guest House_Gelephu,13,Facility,
0,Losel Gyatsho Academy,13,Facility,
0,Trongsa/Wochang Hotel,13,Facility,
0,Hotel Kuengacholing,13,Facility,
0,Hotel Lhazey,13,Facility,
0,Hotel Minjur Pelri,13,Facility,
0,Hotel Pelri,13,Facility,
0,Hotel Gelephu,13,Facility,
0,Twin Dragon,13,Facility,
0,Hotel Gaden/Kuenzang Gakiling ,13,Facility,
0,Hotel Ryiki Buu,13,Facility,
0,Hotel Everest,13,Facility,
0,Hotel Nyingtob,13,Facility,
0,Hotel Norbu Pelri,13,Facility,
0,Hotel Park,13,Facility,
0,Hotel Wangzom,13,Facility,
0,Hotel Ree Rab,13,Facility,
0,Hotel Drolmaling,13,Facility,
0,Hotel Kuendey Namgyel Ling,13,Facility,
0,Hotel Namkhaling,13,Facility,
0,Hotel Lhawang,13,Facility,
0,Hotel Khamsang,13,Facility,
0,Hotel Norpheling/Yangsthip,13,Facility,
0,Hotel K-Dee,13,Facility,
0,Hotel Kintshok/Central,13,Facility,
0,Hotel Jigsel/Bhutan,13,Facility,
0,Hotel Gaden 2,13,Facility,
0,Hotel Umling,13,Facility,
0,Hotel Shangrila,13,Facility,
0,Hotel 8 Jordan,13,Facility,
0,Gelephu Home Quarantine,13,Home,
0,Sarpang Home Quarantine,13,Home,
0,JDWNR Hospital (Isolation Ward),14,Isolation,
0,RITH,14,Facility,
0,Dorji elements,14,Facility,
0,Norbuling,14,Facility,
0,Dochula (Home),14,Facility,
0,JDWNRH (Home),14,Facility,
0,LM (Home),14,Facility,
0,Migmar,14,Facility,
0,Ariya ,14,Facility,
0,Lhaki Yangchak,14,Facility,
0,Kuenphen Rabten,14,Facility,
0,Namgay Heritage,14,Facility,
0,Pemaling,14,Facility,
0,Hotel Riverside,14,Facility,
0,Jambayang Villa,14,Facility,
0,City Hotel (Sabji bazar),14,Facility,
0,Hotel Ramada,14,Facility,
0,Silver Pine,14,Facility,
0,Oro Villa,14,Facility,
0,Lhayul Hotel,14,Facility,
0,Hotel Park,14,Facility,
0,Tsenden Boutique ,14,Facility,
0,Om Tara,14,Facility,
0,Hotel Ugyen,14,Facility,
0,Damisa,14,Facility,
0,Hotel Druk Noryang,14,Facility,
0,Bhutan Suite,14,Facility,
0,Hotel Kisa,14,Facility,
0,Hotel Kubera,14,Facility,
0,Bhutan Hotel,14,Facility,
0,Ama's Suite,14,Facility,
0,Nordenma,14,Facility,
0,IMS / Zhingkham ,14,Facility,
0,Majestic,14,Facility,
0,Wangs Villa,14,Facility,
0,Pundarika,14,Facility,
0,Golden Roots,14,Facility,
0,Hotel Riverview,14,Facility,
0,Hotel Dralha,14,Facility,
0,Hotel Glory,14,Facility,
0,Kuenden Boutique,14,Facility,
0,Lemon Tree,14,Facility,
0,Hotel Khamsum Inn,14,Facility,
0,Hotel New Singye,14,Facility,
0,"Thimphu City Hotel, Hongkong market",14,Facility,
0,Hotel Tshey Lha,14,Facility,
0,Hotel Walk In,14,Facility,
0,Terma Linca,14,Facility,
0,Gidakom Hospital,14,Facility,
0,Namseling,14,Facility,
0,Bhutan Kitchen,14,Facility,
0,Ludrong,14,Facility,
0,Hotel Amodhara,14,Facility,
0,Hotel Gayul,14,Facility,
0,Hotel Galingkha,14,Facility,
0,Hotel Phuntsho Pelri,14,Facility,
0,Dragon boutique,14,Facility,
0,Mantra,14,Facility,
0,Kisa Villa,14,Facility,
0,Bhutan Boutique Residency,14,Facility,
0,Yadroling,14,Facility,
0,Hotel 89,14,Facility,
0,Hotel Drukyul,14,Facility,
0,Rotong Hotel,14,Facility,
0,Home,14,Home,
0,Home Quarantine,15,Home,
0,"Dechen Wangyl Guest House, Sangbari, Riserboo",15,Facility,
0,Tashigang Hospital,15,Facility,
0,Dejong Resort,15,Facility,
0,Merak Guest House,15,Facility,
0,Tsenkharla MSS,16,Facility,
0,Dukulung Facility,16,Facility,
0,Norbu Yangkhel Hotel,16,Facility,
0,Home Quarantine,16,Home,
23,Phuenzhi Guest House,17,Facility,3 star
9,Tashi Nyenja Hotel,17,Facility,3 star
11,Dangdung Guest House,17,Facility,Guest House
3,Dam Colony Guest House,17,Facility,Guest House
3,Khamed Guest House,17,Facility,Guest House
11,Shambala Hotel,17,Facility,Budget Hotel
9,Norling Hotel,17,Facility,Budget Hotel
8,Phuntsho Pelri Hotel,17,Facility,Budget Hotel
21,Yangkhil Resort,17,Facility,3 star
9,BPC Guest House,17,Facility,Guest House
10,Taktse College,17,Facility,Guest House
58,PDC training center,18,Facility,
6,Dejung Hotel,18,Facility,
6,Dratshang Guest house,18,Facility,
5,The choice,18,Facility,
6,Khendrup Inn,18,Facility,
8,Sonam Yangchen Hotel,18,Facility,
18,Damphu Resort (3 star),18,Facility,3 star
0,Hotel Pema Karpo,19,Facility,3 star
0,Dekiling Hotel,19,Facility,
8,Eco Lodge,19,Facility,3 star
11,Tashiling Hotel,19,Facility,3 star
11,Hotel Kuenphen,19,Facility,3 star
0,Kichu Resort,19,Facility,3 star
0,Dragon Nest,19,Facility,
0,Punatshangchu Guest House,19,Facility,
0,Home Quarantine,19,Home,
0,BPC Guest House,20,Facility,
0,Dzongkhag Guest House,20,Facility,
12,Manas Hotel ,20,Facility,
15,Oyen Zilnon Inn,20,Facility,
0,Tama Facility,20,Facility,
0,Dessup Club House,20,Facility,
0,Eco Lodge,20,Facility,
0,Home Quarantined,20,Home,
