1,38,1,14,1,Village
2,38,1,14,1,Village
3,38,1,14,1,Village
4,38,1,14,1,Village
5,38,1,14,1,Village
6,38,1,14,1,Village
7,38,1,14,1,Village
8,38,1,14,1,Village
9,38,1,14,1,Village
10,38,1,14,1,Village
11,38,1,14,1,Village
12,38,1,14,1,Village
13,38,1,14,1,Village
14,38,1,14,1,Village
15,38,1,14,1,Village
16,38,1,14,1,Village
17,38,1,14,1,Village
18,38,1,14,1,Village
19,38,1,14,1,Village
20,38,1,14,1,Village
21,38,1,14,1,Village
22,38,1,14,1,Village
23,38,1,14,1,Village
24,38,1,14,1,Village
25,38,1,14,1,Village
26,38,1,14,1,Village
27,38,1,14,1,Village
28,38,1,14,1,Village
29,38,1,14,1,Village
30,38,1,14,1,Village
31,38,2,14,1,Village
32,38,2,14,1,Village
33,38,2,14,1,Village
34,38,2,14,1,Village
35,38,2,14,1,Village
36,38,2,14,1,Village
37,38,2,14,1,Village
38,38,2,14,1,Village
39,38,2,14,1,Village
40,38,2,14,1,Village
41,38,2,14,1,Village
42,38,2,14,1,Village
43,38,2,14,1,Village
44,38,2,14,1,Village
45,38,2,14,1,Village
46,38,2,14,1,Village
47,38,2,14,1,Village
48,38,2,14,1,Village
49,38,2,14,1,Village
50,38,2,14,1,Village
51,38,2,14,1,Village
52,38,2,14,1,Village
53,38,2,14,1,Village
54,38,2,14,1,Village
55,38,2,14,1,Village
56,38,2,14,1,Village
57,38,3,14,1,Village
58,38,3,14,1,Village
59,38,3,14,1,Village
60,38,3,14,1,Village
61,38,3,14,1,Village
62,38,3,14,1,Village
63,38,3,14,1,Village
64,38,3,14,1,Village
65,38,3,14,1,Village
66,38,3,14,1,Village
67,38,3,14,1,Village
68,38,3,14,1,Village
69,38,3,14,1,Village
70,38,3,14,1,Village
71,38,3,14,1,Village
72,38,3,14,1,Village
73,38,3,14,1,Village
74,38,3,14,1,Village
75,38,3,14,1,Village
76,38,3,14,1,Village
77,38,3,14,1,Village
78,38,3,14,1,Village
79,38,3,14,1,Village
80,38,3,14,1,Village
81,38,3,14,1,Village
82,38,3,14,1,Village
83,38,4,14,1,Village
84,38,4,14,1,Village
85,38,4,14,1,Village
86,38,4,14,1,Village
87,38,4,14,1,Village
88,38,4,14,1,Village
89,38,4,14,1,Village
90,38,4,14,1,Village
91,38,4,14,1,Village
92,38,4,14,1,Village
93,38,5,14,2,Village
94,38,5,14,2,Village
95,38,5,14,2,Village
96,38,5,14,2,Village
97,38,5,14,2,Village
98,38,5,14,2,Village
99,38,6,14,2,Village
100,38,6,14,2,Village
101,38,6,14,2,Village
102,38,6,14,2,Village
103,38,6,14,2,Village
104,38,6,14,2,Village
105,38,6,14,2,Village
106,38,6,14,2,Village
107,38,6,14,2,Village
108,38,6,14,2,Village
109,38,6,14,2,Village
110,38,6,14,2,Village
111,38,6,14,2,Village
112,38,6,14,2,Village
113,38,6,14,2,Village
114,38,7,14,2,Village
115,38,7,14,2,Village
116,38,7,14,2,Village
117,38,7,14,2,Village
118,38,7,14,2,Village
119,38,7,14,2,Village
120,38,7,14,2,Village
121,38,7,14,2,Village
122,38,7,14,2,Village
123,38,7,14,2,Village
124,38,7,14,2,Village
125,38,7,14,2,Village
126,38,8,1,2,Village
127,38,8,1,2,Village
128,38,8,1,2,Village
129,38,8,1,2,Village
130,38,8,1,2,Village
131,38,8,1,2,Village
132,38,8,1,2,Village
133,38,8,1,2,Village
134,38,8,1,2,Village
135,38,8,1,2,Village
136,38,8,1,2,Village
137,38,8,1,2,Village
138,38,8,1,2,Village
139,38,8,1,2,Village
140,38,8,1,2,Village
141,38,8,1,2,Village
142,38,8,1,2,Village
143,38,8,1,2,Village
144,38,9,14,2,Village
145,38,9,14,2,Village
146,38,9,14,2,Village
147,38,9,14,2,Village
148,38,9,14,2,Village
149,38,9,14,2,Village
150,38,9,14,2,Village
151,38,10,14,2,Village
152,38,10,14,2,Village
153,38,10,14,2,Village
154,38,10,14,2,Village
155,38,10,14,2,Village
156,38,10,14,2,Village
157,38,10,14,2,Village
158,38,11,14,2,Village
159,38,11,14,2,Village
160,38,11,14,2,Village
161,38,11,14,2,Village
162,38,11,14,2,Village
163,38,11,14,2,Village
164,38,11,14,2,Village
165,38,12,1,2,Village
166,38,12,1,2,Village
167,38,12,1,2,Village
168,38,12,1,2,Village
169,38,12,1,2,Village
170,38,12,1,2,Village
171,38,12,1,2,Village
172,38,12,1,2,Village
173,38,12,1,2,Village
174,38,12,1,2,Village
175,38,12,1,2,Village
176,38,12,1,2,Village
177,38,13,14,2,Village
178,38,13,14,2,Village
179,38,13,14,2,Village
180,38,13,14,2,Village
181,38,13,14,2,Village
182,38,14,1,2,Village
183,38,14,1,2,Village
184,38,14,1,2,Village
185,38,14,1,2,Village
186,38,14,1,2,Village
187,38,14,1,2,Village
188,38,14,1,2,Village
189,38,14,1,2,Village
190,38,14,1,2,Village
191,38,14,1,2,Village
192,38,14,1,2,Village
193,38,14,1,2,Village
194,38,14,1,2,Village
195,38,14,1,2,Village
196,38,14,1,2,Village
197,38,14,1,2,Village
198,38,14,1,2,Village
199,38,15,14,2,Village
200,38,15,14,2,Village
201,38,15,14,2,Village
202,38,15,14,2,Village
203,38,15,14,2,Village
204,38,15,14,2,Village
205,38,15,14,2,Village
206,38,15,14,2,Village
207,38,15,14,2,Village
208,38,15,14,2,Village
209,38,15,14,2,Village
210,38,15,14,2,Village
211,38,15,14,2,Village
212,38,15,14,2,Village
213,38,15,14,2,Village
214,38,15,14,2,Village
215,38,15,14,2,Village
216,38,15,14,2,Village
217,38,16,2,3,Village
218,38,16,2,3,Village
219,38,16,2,3,Village
220,38,16,2,3,Village
221,38,16,2,3,Village
222,38,16,2,3,Village
223,38,16,2,3,Village
224,38,16,2,3,Village
225,38,16,2,3,Village
226,38,16,2,3,Village
227,38,17,14,3,Village
228,38,17,14,3,Village
229,38,17,14,3,Village
230,38,17,14,3,Village
231,38,17,14,3,Village
232,38,18,14,3,Village
233,38,18,14,3,Village
234,38,18,14,3,Village
235,38,18,14,3,Village
236,38,18,14,3,Village
237,38,18,14,3,Village
238,38,19,14,3,Village
239,38,19,14,3,Village
240,38,19,14,3,Village
241,38,19,14,3,Village
242,38,19,14,3,Village
243,38,20,14,3,Village
244,38,20,14,3,Village
245,38,20,14,3,Village
246,38,20,14,3,Village
247,38,20,14,3,Village
248,38,20,14,3,Village
249,38,20,14,3,Village
250,38,20,14,3,Village
251,38,20,14,3,Village
252,38,20,14,3,Village
253,38,20,14,3,Village
254,38,20,14,3,Village
255,38,20,14,3,Village
256,38,20,14,3,Village
257,38,20,14,3,Village
258,38,21,14,3,Village
259,38,21,14,3,Village
260,38,21,14,3,Village
261,38,21,14,3,Village
262,38,21,14,3,Village
263,38,21,14,3,Village
264,38,22,14,3,Village
265,38,22,14,3,Village
266,38,22,14,3,Village
267,38,22,14,3,Village
268,38,22,14,3,Village
269,38,22,14,3,Village
270,38,23,14,3,Village
271,38,23,14,3,Village
272,38,23,14,3,Village
273,38,23,14,3,Village
274,38,23,14,3,Village
275,38,24,2,3,Village
276,38,24,2,3,Village
277,38,24,2,3,Village
278,38,24,2,3,Village
279,38,24,2,3,Village
280,38,24,2,3,Village
281,38,24,2,3,Village
282,38,25,2,3,Village
283,38,25,2,3,Village
284,38,25,2,3,Village
285,38,25,2,3,Village
286,38,25,2,3,Village
287,38,25,2,3,Village
288,38,25,2,3,Village
289,38,25,2,3,Village
290,38,25,2,3,Village
291,38,25,2,3,Village
292,38,26,14,3,Village
293,38,26,14,3,Village
294,38,26,14,3,Village
295,38,26,14,3,Village
296,38,26,14,3,Village
297,38,26,14,3,Village
298,38,27,14,3,Village
299,38,27,14,3,Village
300,38,27,14,3,Village
301,38,27,14,3,Village
302,38,27,14,3,Village
303,38,27,14,3,Village
304,38,27,14,3,Village
305,38,27,14,3,Village
306,38,27,14,3,Village
307,38,27,14,3,Village
308,38,28,14,3,Village
309,38,28,14,3,Village
310,38,28,14,3,Village
311,38,28,14,3,Village
312,38,28,14,3,Village
313,38,28,14,3,Village
314,38,28,14,3,Village
315,38,28,14,3,Village
316,38,28,14,3,Village
317,38,28,14,3,Village
318,38,28,14,3,Village
319,38,28,14,3,Village
320,38,29,14,3,Village
321,38,29,14,3,Village
322,38,29,14,3,Village
323,38,29,14,3,Village
324,38,29,14,3,Village
325,38,29,14,3,Village
326,38,29,14,3,Village
327,38,29,14,3,Village
328,38,30,14,4,Village
329,38,30,14,4,Village
330,38,30,14,4,Village
331,38,30,14,4,Village
332,38,30,14,4,Village
333,38,30,14,4,Village
334,38,30,14,4,Village
335,38,30,14,4,Village
336,38,30,14,4,Village
337,38,30,14,4,Village
338,38,30,14,4,Village
339,38,30,14,4,Village
340,38,30,14,4,Village
341,38,30,14,4,Village
342,38,30,14,4,Village
343,38,30,14,4,Village
344,38,30,14,4,Village
345,38,30,14,4,Village
346,38,30,14,4,Village
347,38,30,14,4,Village
348,38,30,14,4,Village
349,38,30,14,4,Village
350,38,30,14,4,Village
351,38,30,14,4,Village
352,38,30,14,4,Village
353,38,31,14,4,Village
354,38,31,14,4,Village
355,38,31,14,4,Village
356,38,31,14,4,Village
357,38,31,14,4,Village
358,38,31,14,4,Village
359,38,31,14,4,Village
360,38,31,14,4,Village
361,38,31,14,4,Village
362,38,31,14,4,Village
363,38,31,14,4,Village
364,38,31,14,4,Village
365,38,31,14,4,Village
366,38,31,14,4,Village
367,38,31,14,4,Village
368,38,31,14,4,Village
369,38,31,14,4,Village
370,38,31,14,4,Village
371,38,31,14,4,Village
372,38,31,14,4,Village
373,38,31,14,4,Village
374,38,31,14,4,Village
375,38,31,14,4,Village
376,38,32,14,4,Village
377,38,32,14,4,Village
378,38,32,14,4,Village
379,38,32,14,4,Village
380,38,32,14,4,Village
381,38,32,14,4,Village
382,38,32,14,4,Village
383,38,33,14,4,Village
384,38,33,14,4,Village
385,38,33,14,4,Village
386,38,33,14,4,Village
387,38,33,14,4,Village
388,38,33,14,4,Village
389,38,33,14,4,Village
390,38,33,14,4,Village
391,38,33,14,4,Village
392,38,33,14,4,Village
393,38,33,14,4,Village
394,38,33,14,4,Village
395,38,33,14,4,Village
396,38,34,14,5,Village
397,38,34,14,5,Village
398,38,34,14,5,Village
399,38,34,14,5,Village
400,38,34,14,5,Village
401,38,34,14,5,Village
402,38,34,14,5,Village
403,38,34,14,5,Village
404,38,34,14,5,Village
405,38,34,14,5,Village
406,38,34,14,5,Village
407,38,34,14,5,Village
408,38,34,14,5,Village
409,38,34,14,5,Village
410,38,34,14,5,Village
411,38,34,14,5,Village
412,38,34,14,5,Village
413,38,34,14,5,Village
414,38,34,14,5,Village
415,38,34,14,5,Village
416,38,34,14,5,Village
417,38,35,14,5,Village
418,38,35,14,5,Village
419,38,35,14,5,Village
420,38,35,14,5,Village
421,38,35,14,5,Village
422,38,35,14,5,Village
423,38,35,14,5,Village
424,38,35,14,5,Village
425,38,35,14,5,Village
426,38,35,14,5,Village
427,38,35,14,5,Village
428,38,35,14,5,Village
429,38,35,14,5,Village
430,38,36,14,5,Village
431,38,36,14,5,Village
432,38,36,14,5,Village
433,38,36,14,5,Village
434,38,36,14,5,Village
435,38,36,14,5,Village
436,38,36,14,5,Village
437,38,36,14,5,Village
438,38,36,14,5,Village
439,38,36,14,5,Village
440,38,36,14,5,Village
441,38,36,14,5,Village
442,38,37,14,5,Village
443,38,37,14,5,Village
444,38,37,14,5,Village
445,38,37,14,5,Village
446,38,37,14,5,Village
447,38,37,14,5,Village
448,38,37,14,5,Village
449,38,37,14,5,Village
450,38,37,14,5,Village
451,38,37,14,5,Village
452,38,37,14,5,Village
453,38,37,14,5,Village
454,38,37,14,5,Village
455,38,37,14,5,Village
456,38,38,14,5,Village
457,38,38,14,5,Village
458,38,38,14,5,Village
459,38,38,14,5,Village
460,38,38,14,5,Village
461,38,38,14,5,Village
462,38,38,14,5,Village
463,38,38,14,5,Village
464,38,38,14,5,Village
465,38,38,14,5,Village
466,38,38,14,5,Village
467,38,38,14,5,Village
468,38,38,14,5,Village
469,38,38,14,5,Village
470,38,38,14,5,Village
471,38,38,14,5,Village
472,38,39,14,5,Village
473,38,39,14,5,Village
474,38,39,14,5,Village
475,38,39,14,5,Village
476,38,39,14,5,Village
477,38,39,14,5,Village
478,38,39,14,5,Village
479,38,39,14,5,Village
480,38,39,14,5,Village
481,38,39,14,5,Village
482,38,39,14,5,Village
483,38,39,14,5,Village
484,38,39,14,5,Village
485,38,39,14,5,Village
486,38,39,14,5,Village
487,38,40,14,6,Village
488,38,40,14,6,Village
489,38,40,14,6,Village
490,38,40,14,6,Village
491,38,40,14,6,Village
492,38,40,14,6,Village
493,38,40,14,6,Village
494,38,40,14,6,Village
495,38,40,14,6,Village
496,38,40,14,6,Village
497,38,40,14,6,Village
498,38,40,14,6,Village
499,38,40,14,6,Village
500,38,40,14,6,Village
501,38,40,14,6,Village
502,38,40,14,6,Village
503,38,40,14,6,Village
504,38,40,14,6,Village
505,38,40,14,6,Village
506,38,40,14,6,Village
507,38,40,14,6,Village
508,38,40,14,6,Village
509,38,40,14,6,Village
510,38,40,14,6,Village
511,38,40,14,6,Village
512,38,40,14,6,Village
513,38,40,14,6,Village
514,38,40,14,6,Village
515,38,40,14,6,Village
516,38,40,14,6,Village
517,38,40,14,6,Village
518,38,40,14,6,Village
519,38,40,14,6,Village
520,38,40,14,6,Village
521,38,40,14,6,Village
522,38,41,14,6,Village
523,38,41,14,6,Village
524,38,41,14,6,Village
525,38,41,14,6,Village
526,38,41,14,6,Village
527,38,41,14,6,Village
528,38,41,14,6,Village
529,38,41,14,6,Village
530,38,41,14,6,Village
531,38,42,14,6,Village
532,38,42,14,6,Village
533,38,42,14,6,Village
534,38,42,14,6,Village
535,38,42,14,6,Village
536,38,42,14,6,Village
537,38,42,14,6,Village
538,38,42,14,6,Village
539,38,42,14,6,Village
