24,30001412,,
25,30001811,,
26,30000564,,
26,30000822,,
26,30001075,,
27,30001369,,
28,30000630,,
29,30001306,,
30,30000631,,
31,30000349,,
32,30000057,,
33,30001394,,
34,30000653,,
34,30000810,,
34,30000901,,
35,30000179,,
35,30001116,,
36,30000467,,
37,30000496,,
38,30001812,,
39,30001396,,
40,30000157,,
41,30000268,,
42,30001814,,
42,30002184,,
132,30000832,,
133,30000481,,
159,30001059,,
160,30001110,,
