A+,500	
A,300  
A0,300
A1,300
A2,150
A3,150
B1,150
B2,150
B3,75
B4,75
C1,75
C2,75
C3,75
D1,75
D2,75
D3,75
D4,75
D5,75
GC,75
ES,75
Outsiders,750
