779,Umling,47
780,Wambur,47
781,Yangla,47
782,Yanglong,47
783,Bahkaphai,48
784,Balam,48
785,Jadoong,48
786,Jadoong Goenpa,48
787,Jadoong Kha,48
788,Khebishing,48
789,Sangjuzor,48
790,Selkhar,48
791,Aagshaling,49
792,Aidurla,49
793,Bakhim,49
794,Balingbi,49
795,Bameijangsa,49
796,Bana,49
797,Barigoila,49
798,Barleng,49
799,Bewling,49
800,Bolipang,49
801,Budishing,49
802,Chagsar,49
803,Changmashing,49
804,Charzhong,49
805,Chaukileng,49
806,Chawasing,49
807,Chewang,49
808,Chhaling,49
809,Chulabi,49
810,Damaling,49
811,Darseng,49
812,Dogtang,49
813,Dokorbang,49
814,Domangla,49
815,Dongjug,49
816,Dongtoed,49
817,Dongtoed Bakhim,49
818,Dopang,49
819,Dopang,49
820,Gensing,49
821,Goensar,49
822,Gorsum,49
823,Gortongla,49
824,Jachuling,49
825,Jambi,49
826,Japang,49
827,Kadam,49
828,Kampasadong,49
829,Kamsa,49
830,Kawakhoi,49
831,Khachorshing,49
832,Khampaje,49
833,Kharduma,49
834,Kharigab,49
835,Kharigab,49
836,Khartong,49
837,Khemsang,49
838,Khoijongla,49
839,Khoilajong,49
840,Kirzhong,49
841,Kotshome,49
842,Kurzam,49
843,Lhakang,49
844,Lhakang Bana,49
845,Lhakang Dongbar,49
846,Lhakang Goenshing,49
847,Lhakang Khoyur,49
848,Lhakang Lingchung,49
849,Lhakang Pangjab,49
850,Lhakang Ringseng,49
851,Lhakang Ringseng,49
852,Lhakang Sokpaling,49
853,Lhakang Tengpa,49
854,Lhakang Unakhang,49
855,Lungkang,49
856,Masangkangjay,49
857,Mentshang,49
858,Nagtshang,49
859,Nagtshangwog,49
860,Namabi,49
861,Namathang,49
862,Namling,49
863,Nordangsa,49
864,Numabiwang,49
865,Nyerpa,49
866,Oangthang Chungku,49
867,Pangjagpa,49
868,Pangshing,49
869,Pangthang,49
870,Pangthang,49
871,Pangthang,49
872,Pangthang Shokposeng,49
873,Pemagayser,49
874,Phachaphogchi,49
875,Phodagnma,49
876,Phumazur,49
877,Pogtor,49
878,Rahambi,49
879,Remochhu,49
880,Rolmochhu,49
881,Salapho,49
882,Sapogtor,49
883,Shebchi,49
884,Shingkharzhong,49
885,Shogoseng,49
886,Sogpaling,49
887,Sumthuen,49
888,Tadzong,49
889,Tagling,49
890,Tagling,49
891,Tashipoktor,49
892,Thangthala,49
893,Thempang,49
894,Tikusalung,49
895,Toepaphu,49
896,Torzhonggor,49
897,Trashikhangsar,49
898,Tshamkhang,49
899,Tshangkhar,49
900,Tshepadong,49
901,Tshokila,49
902,Usdur,49
903,Wang,49
904,Wangkhar,49
905,Yangthang,49
906,Yoekhoi,49
907,Yoekhoi,49
908,Yoezer Pangthang,49
909,Yontenkhem,49
910,Zanglawang,49
911,Zhongje,49
912,Zhongje,49
913,Zhongkey,49
914,Zinthuen,49
915,Chagsakhar,50
916,Doongshingma,50
917,Khamang,50
918,Pam,50
919,Yangrapoongshing,50
920,Yetong,50
921,Bazor,51
922,Bikhar,51
923,Dramdetse,51
924,Gashari,51
925,Gobka,51
926,Jiwa,51
927,Laymey,51
928,Laymey Serkhagphoog,51
929,Luwang,51
930,Ngarphai,51
931,Ngarphel,51
932,Ongkhar,51
933,Phentshomo,51
934,Serkhaphug,51
935,Shadang,51
936,Shaphangma,51
937,Thoongdabi,51
938,Thoongdari,51
939,Thramlo,51
940,Waichur,51
941,Yalum,51
942,Yengkhartshing,51
